cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
611,3717,"Long, Morgan and Mitchell",Upgradable 4thgeneration productivity,42600.00,8517.00,failed,243,US,USD,2020-11-07,2021-06-16,cat02,scat02
3195,3963,"Calhoun, Rogers and Long",Progressive discrete hub,6600.00,3012.00,failed,65,US,USD,2020-04-25,2021-03-22,cat02,scat08
1221,2152,Sandoval Group,Assimilated multi-tasking archive,7100.00,8716.00,successful,126,US,USD,2021-08-30,2021-09-21,cat02,scat017
2536,2974,Smith and Sons,Upgradable high-level solution,15800.00,57157.00,successful,524,US,USD,2021-02-02,2021-12-15,cat02,scat06
1834,1268,King Inc,Organic bandwidth-monitored frame,8200.00,5178.00,failed,100,DK,DKK,2020-08-06,2021-08-30,cat03,scat09
593,1822,Perry and Sons,Business-focused logistical framework,54700.00,163118.00,successful,1989,US,USD,2021-03-14,2021-06-02,cat05,scat07
3039,5066,Palmer Inc,Universal multi-state capability,63200.00,6041.00,failed,168,US,USD,2021-04-05,2021-07-05,cat02,scat06
777,5075,"Hull, Baker and Martinez",Digitized reciprocal infrastructure,1800.00,968.00,failed,13,US,USD,2020-03-14,2021-03-13,cat02,scat02
835,3855,"Becker, Rice and White",Reduced dedicated capability,100.00,2.00,failed,1,CA,CAD,2020-09-24,2021-05-26,cat04,scat04
797,5923,"Osborne, Perkins and Knox",Cross-platform bi-directional workforce,2100.00,14305.00,successful,157,US,USD,2021-02-09,2021-10-26,cat03,scat03
509,1867,Mcknight-Freeman,Upgradable scalable methodology,8300.00,6543.00,canceled,82,US,USD,2020-08-13,2021-04-22,cat01,scat01
2286,4376,"Hayden, Shannon and Stein",Customer-focused client-server service-desk,143900.00,193413.00,successful,4498,AU,AUD,2021-05-24,2021-09-24,cat04,scat04
2110,2785,Daniel-Luna,Mandatory multimedia leverage,75000.00,2529.00,failed,40,US,USD,2020-10-20,2021-01-17,cat02,scat018
1038,5884,Weaver-Marquez,Focused analyzing circuit,1300.00,5614.00,successful,80,US,USD,2021-04-10,2022-01-04,cat04,scat04
2893,2441,"Austin, Baker and Kelley",Fundamental grid-enabled strategy,9000.00,3496.00,canceled,57,US,USD,2021-06-04,2021-10-29,cat06,scat014
805,1243,Carney-Anderson,Digitized 5thgeneration knowledgebase,1000.00,4257.00,successful,43,US,USD,2020-12-25,2021-08-29,cat02,scat02
225,3411,Jackson Inc,Mandatory multi-tasking encryption,196900.00,199110.00,successful,2053,US,USD,2020-12-07,2021-08-21,cat05,scat05
968,2467,Warren Ltd,Distributed system-worthy application,194500.00,41212.00,live,808,AU,AUD,2021-06-07,2021-09-21,cat05,scat05
1369,1850,Schultz Inc,Synergistic tertiary time-frame,9400.00,6338.00,failed,226,DK,DKK,2021-01-28,2021-08-24,cat05,scat023
1417,2604,Thompson LLC,Customer-focused impactful benchmark,104400.00,99100.00,failed,1625,US,USD,2020-06-13,2021-06-17,cat04,scat04
3011,1693,Johnson Inc,Profound next generation infrastructure,8100.00,12300.00,successful,168,US,USD,2020-02-24,2021-03-05,cat04,scat04
2691,2969,Morgan-Warren,Face-to-face encompassing info-mediaries,87900.00,171549.00,successful,4289,US,USD,2020-12-20,2021-07-30,cat02,scat08
2159,1544,Sullivan Group,Open-source fresh-thinking policy,1400.00,14324.00,successful,165,US,USD,2021-06-01,2021-07-24,cat02,scat02
2515,4149,"Vargas, Banks and Palmer",Extended 24/7 implementation,156800.00,6024.00,failed,143,US,USD,2020-10-07,2021-05-14,cat04,scat04
544,3463,"Johnson, Dixon and Zimmerman",Organic dynamic algorithm,121700.00,188721.00,successful,1815,US,USD,2020-08-22,2021-01-06,cat04,scat04
3030,2939,"Moore, Dudley and Navarro",Organic multi-tasking focus group,129400.00,57911.00,failed,934,US,USD,2021-03-09,2021-06-28,cat05,scat023
817,2202,Price-Rodriguez,Adaptive logistical initiative,5700.00,12309.00,successful,397,GB,GBP,2021-02-04,2021-04-26,cat05,scat013
1400,1728,Huang-Henderson,Stand-alone mobile customer loyalty,41700.00,138497.00,successful,1539,US,USD,2020-08-30,2021-08-04,cat05,scat011
657,5362,Owens-Le,Focused composite approach,7900.00,667.00,failed,17,US,USD,2021-07-31,2021-12-01,cat04,scat04
966,4840,Huff LLC,Face-to-face clear-thinking Local Area Network,121500.00,119830.00,failed,2179,US,USD,2021-04-10,2021-10-01,cat01,scat01
1558,2955,Johnson LLC,Cross-group cohesive circuit,4800.00,6623.00,successful,138,US,USD,2020-12-18,2021-04-27,cat08,scat015
1379,5354,"Chavez, Garcia and Cantu",Synergistic explicit capability,87300.00,81897.00,failed,931,US,USD,2021-03-28,2021-08-25,cat04,scat04
286,3847,Lester-Moore,Diverse analyzing definition,46300.00,186885.00,successful,3594,US,USD,2021-01-01,2021-05-30,cat05,scat023
894,3025,Fox-Quinn,Enterprise-wide reciprocal success,67800.00,176398.00,successful,5880,US,USD,2020-10-14,2021-02-28,cat02,scat02
709,1615,Garcia Inc,Progressive neutral middleware,3000.00,10999.00,successful,112,US,USD,2020-11-26,2021-02-08,cat08,scat015
1599,5154,Johnson-Lee,Intuitive exuding process improvement,60900.00,102751.00,successful,943,US,USD,2020-08-07,2021-06-15,cat07,scat021
905,5005,Pineda Group,Exclusive real-time protocol,137900.00,165352.00,successful,2468,US,USD,2021-05-12,2021-10-18,cat05,scat011
146,1349,Hoffman-Howard,Extended encompassing application,85600.00,165798.00,successful,2551,US,USD,2020-12-19,2021-03-10,cat07,scat021
1632,3670,"Miranda, Hall and Mcgrath",Progressive value-added ability,2400.00,10084.00,successful,101,US,USD,2021-01-25,2021-06-15,cat07,scat012
537,2912,"Williams, Carter and Gonzalez",Cross-platform uniform hardware,7200.00,5523.00,canceled,67,US,USD,2021-02-12,2021-09-13,cat04,scat04
1289,4336,Davis-Rodriguez,Progressive secondary portal,3400.00,5823.00,successful,92,US,USD,2020-12-05,2021-11-09,cat04,scat04
2712,5576,"Reid, Rivera and Perry",Multi-lateral national adapter,3800.00,6000.00,successful,62,US,USD,2021-10-15,2021-10-19,cat05,scat011
1980,2736,Mendoza-Parker,Enterprise-wide motivating matrices,7500.00,8181.00,successful,149,IT,EUR,2020-06-16,2021-06-28,cat07,scat012
296,3321,"Lee, Ali and Guzman",Polarized upward-trending Local Area Network,8600.00,3589.00,failed,92,US,USD,2020-09-15,2021-02-23,cat05,scat011
1760,3353,Gallegos-Cobb,Object-based directional function,39500.00,4323.00,failed,57,AU,AUD,2021-01-21,2021-12-01,cat02,scat02
2435,2336,Ellison PLC,Re-contextualized tangible open architecture,9300.00,14822.00,successful,329,US,USD,2021-03-15,2021-11-14,cat05,scat011
2343,4369,"Bolton, Sanchez and Carrillo",Distributed systemic adapter,2400.00,10138.00,successful,97,DK,DKK,2020-06-11,2021-02-28,cat04,scat04
2556,4464,Mason-Sanders,Networked web-enabled instruction set,3200.00,3127.00,failed,41,US,USD,2021-04-12,2021-12-03,cat03,scat09
2495,5626,Pitts-Reed,Vision-oriented dynamic service-desk,29400.00,123124.00,successful,1784,US,USD,2020-04-19,2021-02-20,cat04,scat04
2497,1669,Gonzalez-Martinez,Vision-oriented actuating open system,168500.00,171729.00,successful,1684,AU,AUD,2021-01-17,2021-07-23,cat06,scat010
1955,5544,"Hill, Martin and Garcia",Sharable scalable core,8400.00,10729.00,successful,250,US,USD,2020-08-22,2021-03-01,cat02,scat02
1129,6078,Garcia PLC,Customer-focused attitude-oriented function,2300.00,10240.00,successful,238,US,USD,2021-04-17,2021-08-28,cat04,scat04
636,2580,Herring-Bailey,Reverse-engineered system-worthy extranet,700.00,3988.00,successful,53,US,USD,2021-05-02,2021-12-28,cat04,scat04
434,3592,Russell-Gardner,Re-engineered systematic monitoring,2900.00,14771.00,successful,214,US,USD,2020-09-16,2021-03-22,cat04,scat04
1231,4914,Walters-Carter,Seamless value-added standardization,4500.00,14649.00,successful,222,US,USD,2020-11-20,2021-11-27,cat03,scat03
3162,3848,"Johnson, Patterson and Montoya",Triple-buffered fresh-thinking frame,19800.00,184658.00,successful,1884,US,USD,2020-09-20,2021-01-15,cat06,scat014
1717,2619,Roberts and Sons,Streamlined holistic knowledgebase,6200.00,13103.00,successful,218,AU,AUD,2020-11-03,2021-08-02,cat07,scat021
211,4605,Avila-Nelson,Up-sized intermediate website,61500.00,168095.00,successful,6465,US,USD,2020-03-25,2021-02-19,cat06,scat019
2635,6147,Robbins and Sons,Future-proofed directional synergy,100.00,3.00,failed,1,US,USD,2020-09-16,2021-02-27,cat02,scat02
1854,1383,Singleton Ltd,Enhanced user-facing function,7100.00,3840.00,failed,101,US,USD,2020-08-01,2021-07-30,cat04,scat04
436,1757,Perez PLC,Operative bandwidth-monitored interface,1000.00,6263.00,successful,59,US,USD,2020-11-25,2021-08-28,cat04,scat04
2965,4390,"Rogers, Jacobs and Jackson",Upgradable multi-state instruction set,121500.00,108161.00,failed,1335,CA,CAD,2020-09-03,2021-02-24,cat05,scat07
1034,4165,Barry Group,De-engineered static Local Area Network,4600.00,8505.00,successful,88,US,USD,2021-06-24,2021-08-28,cat06,scat010
614,4529,"Rosales, Branch and Harmon",Upgradable grid-enabled superstructure,80500.00,96735.00,successful,1697,US,USD,2020-11-03,2021-09-27,cat02,scat02
1792,6084,Smith-Reid,Optimized actuating toolset,4100.00,959.00,failed,15,GB,GBP,2020-11-03,2021-10-17,cat02,scat02
121,2916,Williams Inc,Decentralized exuding strategy,5700.00,8322.00,successful,92,US,USD,2020-05-03,2021-05-08,cat04,scat04
2936,2005,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000.00,13424.00,successful,186,US,USD,2020-11-14,2021-10-24,cat04,scat04
2081,2261,Watkins Ltd,Multi-channeled responsive implementation,1800.00,10755.00,successful,138,US,USD,2021-04-07,2021-06-30,cat08,scat015
1204,5342,Allen-Jones,Centralized modular initiative,6300.00,9935.00,successful,261,US,USD,2021-07-15,2021-10-12,cat02,scat02
669,4087,Mason-Smith,Reverse-engineered cohesive migration,84300.00,26303.00,failed,454,US,USD,2021-08-04,2021-09-13,cat02,scat02
735,2761,"Lloyd, Kennedy and Davis",Compatible multimedia hub,1700.00,5328.00,successful,107,US,USD,2021-02-27,2021-10-02,cat02,scat08
933,2908,Walker Ltd,Organic eco-centric success,2900.00,10756.00,successful,199,US,USD,2020-10-26,2021-05-06,cat08,scat015
3055,2155,Gordon PLC,Virtual reciprocal policy,45600.00,165375.00,successful,5512,US,USD,2021-08-29,2021-10-30,cat04,scat04
270,5642,Lee and Sons,Persevering interactive emulation,4900.00,6031.00,successful,86,US,USD,2020-05-15,2021-03-10,cat04,scat04
647,6217,Cole LLC,Proactive responsive emulation,111900.00,85902.00,failed,3182,IT,EUR,2021-08-07,2022-01-13,cat02,scat018
1219,4222,Acosta PLC,Extended eco-centric function,61600.00,143910.00,successful,2768,AU,AUD,2021-05-08,2021-09-24,cat04,scat04
1257,4798,Brown-Mckee,Networked optimal productivity,1500.00,2708.00,successful,48,US,USD,2021-03-23,2022-01-10,cat05,scat05
2162,5660,Miles and Sons,Persistent attitude-oriented approach,3500.00,8842.00,successful,87,US,USD,2021-06-11,2021-06-24,cat05,scat020
2274,5000,"Sawyer, Horton and Williams",Triple-buffered 4thgeneration toolset,173900.00,47260.00,canceled,1890,US,USD,2021-10-07,2021-10-13,cat07,scat012
2284,2809,Foley-Cox,Progressive zero administration leverage,153700.00,1953.00,live,61,US,USD,2021-07-09,2022-01-13,cat08,scat015
407,3349,"Horton, Morrison and Clark",Networked radical neural-net,51100.00,155349.00,successful,1894,US,USD,2021-06-18,2021-10-25,cat04,scat04
2440,3647,Thomas and Sons,Re-engineered heuristic forecast,7800.00,10704.00,successful,282,CA,CAD,2020-11-04,2021-07-15,cat04,scat04
2476,5745,Morgan-Jenkins,Fully-configurable background algorithm,2400.00,773.00,failed,15,US,USD,2021-09-13,2021-12-03,cat04,scat04
41,2583,"Ward, Sanchez and Kemp",Stand-alone discrete Graphical User Interface,3900.00,9419.00,successful,116,US,USD,2021-06-02,2021-12-31,cat06,scat019
890,5441,Fields Ltd,Front-line foreground project,5500.00,5324.00,failed,133,US,USD,2021-05-23,2021-06-21,cat07,scat012
2743,2090,Ramos-Mitchell,Persevering system-worthy info-mediaries,700.00,7465.00,successful,83,US,USD,2020-12-14,2021-04-24,cat04,scat04
266,3386,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700.00,8799.00,successful,91,US,USD,2021-03-28,2021-08-23,cat03,scat03
3113,1816,Smith-Jenkins,Vision-oriented methodical application,8000.00,13656.00,successful,546,US,USD,2020-10-02,2021-07-25,cat04,scat04
1909,4718,Braun PLC,Function-based high-level infrastructure,2500.00,14536.00,successful,393,US,USD,2021-07-06,2021-11-05,cat05,scat011
962,1677,Drake PLC,Profound object-oriented paradigm,164500.00,150552.00,failed,2062,US,USD,2020-02-25,2021-04-06,cat04,scat04
213,4218,"Ross, Kelly and Brown",Virtual contextually-based circuit,8400.00,9076.00,successful,133,US,USD,2021-07-20,2021-08-18,cat05,scat020
2741,4548,Lucas-Mullins,Business-focused dynamic instruction set,8100.00,1517.00,failed,29,DK,DKK,2020-05-27,2021-03-20,cat02,scat02
2589,1431,Tran LLC,Ameliorated fresh-thinking protocol,9800.00,8153.00,failed,132,US,USD,2021-02-20,2021-04-10,cat03,scat03
1238,2830,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900.00,6357.00,successful,254,US,USD,2020-08-19,2021-01-25,cat04,scat04
164,4400,Obrien-Aguirre,Devolved uniform complexity,112100.00,19557.00,canceled,184,US,USD,2021-02-15,2021-11-12,cat04,scat04
2685,5773,Ferguson PLC,Public-key intangible superstructure,6300.00,13213.00,successful,176,US,USD,2020-10-03,2021-02-19,cat02,scat06
2836,4161,Garcia Ltd,Secured global success,5600.00,5476.00,failed,137,DK,DKK,2020-12-13,2021-04-14,cat02,scat017
2062,2062,"Smith, Love and Smith",Grass-roots mission-critical capability,800.00,13474.00,successful,337,CA,CAD,2021-03-11,2021-08-18,cat04,scat04
3111,3458,"Wilson, Hall and Osborne",Advanced global data-warehouse,168600.00,91722.00,failed,908,US,USD,2020-11-18,2021-08-16,cat05,scat05
1414,3174,"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800.00,8219.00,successful,107,US,USD,2021-03-05,2022-02-20,cat03,scat03
2765,5565,Ho-Harris,Versatile cohesive encoding,7300.00,717.00,failed,10,US,USD,2020-12-01,2021-09-28,cat01,scat01
939,1906,Ross Group,Organized executive solution,6500.00,1065.00,canceled,32,IT,EUR,2021-02-02,2021-03-26,cat04,scat04
390,5479,Turner-Davis,Automated local emulation,600.00,8038.00,successful,183,US,USD,2021-02-17,2021-06-09,cat04,scat04
2851,4320,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900.00,68769.00,failed,1910,CH,CHF,2021-02-07,2021-10-24,cat04,scat04
1607,4213,Smith-Hess,Grass-roots real-time Local Area Network,6100.00,3352.00,failed,38,AU,AUD,2020-04-28,2021-03-10,cat04,scat04
3201,3373,"Brown, Herring and Bass",Organized client-driven capacity,7200.00,6785.00,failed,104,AU,AUD,2020-11-26,2021-03-11,cat04,scat04
641,4184,"Chase, Garcia and Johnson",Adaptive intangible database,3500.00,5037.00,successful,72,US,USD,2021-05-20,2021-06-21,cat02,scat02
524,5472,Ramsey and Sons,Grass-roots contextually-based algorithm,3800.00,1954.00,failed,49,US,USD,2021-11-23,2022-02-05,cat01,scat01
2423,5559,Cooke PLC,Focused executive core,100.00,5.00,failed,1,DK,DKK,2020-12-05,2021-09-25,cat06,scat010
1532,5419,Wong-Walker,Multi-channeled disintermediate policy,900.00,12102.00,successful,295,US,USD,2021-06-08,2021-09-04,cat05,scat05
1748,4171,"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100.00,24234.00,failed,245,US,USD,2020-06-07,2021-05-24,cat04,scat04
3168,1302,"Guerrero, Flores and Jenkins",Networked optimal architecture,3400.00,2809.00,failed,32,US,USD,2021-01-12,2021-12-22,cat02,scat08
1077,3520,Peterson PLC,User-friendly discrete benchmark,2100.00,11469.00,successful,142,US,USD,2021-02-03,2021-04-10,cat05,scat05
3114,6010,Townsend Ltd,Grass-roots actuating policy,2800.00,8014.00,successful,85,US,USD,2021-01-27,2021-05-15,cat04,scat04
2547,4617,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500.00,514.00,failed,7,US,USD,2021-08-12,2021-11-18,cat04,scat04
2065,1417,Salazar-Dodson,Face-to-face zero tolerance moderator,32900.00,43473.00,successful,659,DK,DKK,2021-03-20,2021-09-25,cat06,scat014
1143,4770,Davis Ltd,Grass-roots optimizing projection,118200.00,87560.00,failed,803,US,USD,2021-07-17,2021-11-18,cat04,scat04
2545,4328,Harris-Perry,User-centric 6thgeneration attitude,4100.00,3087.00,canceled,75,US,USD,2021-03-05,2021-07-26,cat02,scat08
1315,5171,"Velazquez, Hunt and Ortiz",Switchable zero tolerance website,7800.00,1586.00,failed,16,US,USD,2021-03-28,2021-04-23,cat07,scat012
2219,4394,Flores PLC,Focused real-time help-desk,6300.00,12812.00,successful,121,US,USD,2020-12-09,2021-05-09,cat04,scat04
854,1794,Martinez LLC,Robust impactful approach,59100.00,183345.00,successful,3742,US,USD,2020-12-31,2022-02-06,cat04,scat04
336,3510,Miller-Irwin,Secured maximized policy,2200.00,8697.00,successful,223,US,USD,2021-11-26,2021-12-02,cat02,scat02
3014,2487,Sanchez-Morgan,Realigned upward-trending strategy,1400.00,4126.00,successful,133,US,USD,2020-06-04,2021-04-11,cat05,scat05
326,2215,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500.00,3220.00,failed,31,US,USD,2021-07-10,2021-08-03,cat04,scat04
2991,4136,Martin-Marshall,Configurable demand-driven matrix,9600.00,6401.00,failed,108,IT,EUR,2020-12-19,2021-10-06,cat01,scat01
1359,3723,Summers PLC,Cross-group coherent hierarchy,6600.00,1269.00,failed,30,US,USD,2020-07-31,2021-03-22,cat04,scat04
341,5842,"Young, Hart and Ryan",Decentralized demand-driven open system,5700.00,903.00,failed,17,US,USD,2021-07-29,2021-09-25,cat02,scat02
2365,3289,Mills Group,Advanced empowering matrix,8400.00,3251.00,canceled,64,US,USD,2020-03-24,2021-02-22,cat03,scat03
358,1249,Sandoval-Powell,Phased holistic implementation,84400.00,8092.00,failed,80,US,USD,2021-05-09,2021-08-03,cat06,scat014
583,5409,"Mills, Frazier and Perez",Proactive attitude-oriented knowledge user,170400.00,160422.00,failed,2468,US,USD,2021-05-30,2021-09-09,cat05,scat013
1373,2951,Hebert Group,Visionary asymmetric Graphical User Interface,117900.00,196377.00,successful,5168,US,USD,2021-03-18,2021-03-22,cat04,scat04
2665,3432,"Cole, Smith and Wood",Integrated zero-defect help-desk,8900.00,2148.00,failed,26,GB,GBP,2021-05-03,2022-01-25,cat05,scat05
2500,2297,"Harris, Hall and Harris",Inverse analyzing matrices,7100.00,11648.00,successful,307,US,USD,2021-04-18,2021-08-28,cat04,scat04
921,6161,Saunders Group,Programmable systemic implementation,6500.00,5897.00,failed,73,US,USD,2020-05-31,2021-01-31,cat04,scat04
135,4603,"Pham, Avila and Nash",Multi-channeled next generation architecture,7200.00,3326.00,failed,128,US,USD,2020-05-27,2021-04-14,cat05,scat011
2413,5818,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600.00,1002.00,failed,33,US,USD,2020-04-10,2021-04-15,cat04,scat04
3004,4270,Young PLC,Innovative well-modulated functionalities,98700.00,131826.00,successful,2441,US,USD,2020-09-01,2021-05-03,cat02,scat02
1911,6007,Willis and Sons,Fundamental incremental database,93800.00,21477.00,live,211,US,USD,2021-04-06,2021-06-16,cat07,scat012
2726,4084,Thompson-Bates,Expanded encompassing open architecture,33700.00,62330.00,successful,1385,GB,GBP,2021-01-05,2021-04-18,cat05,scat05
2049,1340,Rose-Silva,Intuitive static portal,3300.00,14643.00,successful,190,US,USD,2021-01-30,2021-06-25,cat01,scat01
1732,5675,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700.00,41396.00,successful,470,US,USD,2020-07-30,2021-03-22,cat03,scat09
1174,2010,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600.00,11900.00,successful,253,US,USD,2020-10-28,2021-05-02,cat04,scat04
1194,6201,Mcgee Group,Assimilated discrete algorithm,66200.00,123538.00,successful,1113,US,USD,2020-06-27,2021-05-04,cat02,scat02
3176,1791,Jordan-Acosta,Operative uniform hub,173800.00,198628.00,successful,2283,US,USD,2020-02-27,2021-02-12,cat02,scat02
642,3314,Nunez Inc,Customizable intangible capability,70700.00,68602.00,failed,1072,US,USD,2020-11-06,2021-07-21,cat02,scat02
34,5852,Hayden Ltd,Innovative didactic analyzer,94500.00,116064.00,successful,1095,US,USD,2020-06-17,2021-07-08,cat04,scat04
217,4618,Gonzalez-Burton,Decentralized intangible encoding,69800.00,125042.00,successful,1690,US,USD,2020-12-20,2021-04-27,cat04,scat04
1693,2618,"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300.00,108974.00,canceled,1297,CA,CAD,2021-02-07,2022-02-10,cat04,scat04
2333,4967,"Butler, Henry and Espinoza",Switchable didactic matrices,37100.00,34964.00,failed,393,US,USD,2021-04-03,2021-12-23,cat08,scat015
80,4594,Guzman Group,Ameliorated disintermediate utilization,114300.00,96777.00,failed,1257,US,USD,2021-02-10,2021-09-22,cat02,scat08
2847,2080,Gibson-Hernandez,Visionary foreground middleware,47900.00,31864.00,failed,328,US,USD,2021-02-17,2021-06-09,cat04,scat04
3104,2793,Spencer-Weber,Optional zero-defect task-force,9000.00,4853.00,failed,147,US,USD,2020-12-05,2021-07-13,cat04,scat04
980,4890,"Berger, Johnson and Marshall",Devolved exuding emulation,197600.00,82959.00,failed,830,US,USD,2020-12-12,2021-06-18,cat07,scat012
476,3528,"Taylor, Cisneros and Romero",Open-source neutral task-force,157600.00,23159.00,failed,331,GB,GBP,2021-04-06,2021-08-09,cat05,scat07
116,5810,Little-Marsh,Virtual attitude-oriented migration,8000.00,2758.00,failed,25,US,USD,2021-10-07,2021-12-28,cat02,scat08
2900,5720,Petersen and Sons,Open-source full-range portal,900.00,12607.00,successful,191,US,USD,2021-05-03,2022-02-13,cat03,scat03
553,4593,Hensley Ltd,Versatile cohesive open system,199000.00,142823.00,failed,3483,US,USD,2021-07-27,2021-11-21,cat01,scat01
2834,3186,Navarro and Sons,Multi-layered bottom-line frame,180800.00,95958.00,failed,923,US,USD,2021-05-27,2021-06-01,cat04,scat04
2314,5136,Shannon Ltd,Pre-emptive neutral capacity,100.00,5.00,failed,1,US,USD,2021-01-19,2021-07-25,cat02,scat018
2005,2646,Young LLC,Universal maximized methodology,74100.00,94631.00,successful,2013,US,USD,2021-09-12,2021-10-05,cat02,scat02
2514,3460,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800.00,977.00,failed,33,CA,CAD,2021-04-25,2021-07-05,cat04,scat04
702,4345,Mills-Roy,Profit-focused multi-tasking access,33600.00,137961.00,successful,1703,US,USD,2020-07-25,2021-04-16,cat04,scat04
42,2690,Brown Group,Profit-focused transitional capability,6100.00,7548.00,successful,80,DK,DKK,2020-11-22,2021-04-06,cat05,scat05
948,4025,Burns-Burnett,Front-line scalable definition,3800.00,2241.00,live,86,US,USD,2020-08-28,2021-05-19,cat03,scat09
2926,4524,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300.00,3431.00,failed,40,IT,EUR,2021-10-12,2022-01-18,cat04,scat04
1971,3978,"Perez, Davis and Wilson",Implemented tangible algorithm,2300.00,4253.00,successful,41,US,USD,2020-10-20,2021-08-25,cat07,scat012
748,3910,Diaz-Garcia,Profit-focused 3rdgeneration circuit,9700.00,1146.00,failed,23,CA,CAD,2021-03-05,2021-03-14,cat08,scat015
684,5825,Salazar-Moon,Compatible needs-based architecture,4000.00,11948.00,successful,187,US,USD,2020-09-03,2021-07-16,cat05,scat011
385,3564,Larsen-Chung,Right-sized zero tolerance migration,59700.00,135132.00,successful,2875,GB,GBP,2020-12-28,2021-12-26,cat04,scat04
3007,2396,Anderson and Sons,Quality-focused reciprocal structure,5500.00,9546.00,successful,88,US,USD,2021-03-07,2021-05-28,cat04,scat04
2612,2140,Lawrence Group,Automated actuating conglomeration,3700.00,13755.00,successful,191,US,USD,2021-04-23,2022-01-26,cat02,scat02
807,3079,Gray-Davis,Re-contextualized local initiative,5200.00,8330.00,successful,139,US,USD,2021-03-12,2021-10-07,cat02,scat02
2087,2017,Ramirez-Myers,Switchable intangible definition,900.00,14547.00,successful,186,US,USD,2020-11-25,2021-10-16,cat02,scat08
53,5444,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600.00,11735.00,successful,112,AU,AUD,2021-07-24,2021-09-11,cat04,scat04
2944,2216,"Williams, Perez and Villegas",Robust directional system engine,1800.00,10658.00,successful,101,US,USD,2021-01-25,2021-07-21,cat04,scat04
2963,1241,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900.00,1870.00,failed,75,US,USD,2021-05-12,2022-01-18,cat04,scat04
2976,1484,"Whitaker, Wallace and Daniels",Reactive directional capacity,5200.00,14394.00,successful,206,GB,GBP,2021-07-05,2021-10-15,cat05,scat05
3051,3475,Smith-Gonzalez,Polarized needs-based approach,5400.00,14743.00,successful,154,US,USD,2021-03-30,2021-06-02,cat05,scat020
2777,4333,Skinner PLC,Intuitive well-modulated middleware,112300.00,178965.00,successful,5966,US,USD,2021-07-01,2021-08-19,cat04,scat04
3064,5657,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200.00,128410.00,failed,2176,US,USD,2021-10-19,2021-10-24,cat04,scat04
56,2527,Green-Carr,Pre-emptive bifurcated artificial intelligence,900.00,14324.00,successful,169,US,USD,2021-05-15,2021-12-02,cat05,scat05
763,5967,Brown-Parker,Down-sized coherent toolset,22500.00,164291.00,successful,2106,US,USD,2021-01-23,2021-06-25,cat04,scat04
896,5698,Marshall Inc,Open-source multi-tasking data-warehouse,167400.00,22073.00,failed,441,US,USD,2021-03-10,2021-04-06,cat05,scat05
1409,3331,Leblanc-Pineda,Future-proofed upward-trending contingency,2700.00,1479.00,failed,25,US,USD,2021-08-13,2021-11-21,cat02,scat08
2889,3841,Perry PLC,Mandatory uniform matrix,3400.00,12275.00,successful,131,US,USD,2020-06-23,2021-05-10,cat02,scat02
2338,6105,"Klein, Stark and Livingston",Phased methodical initiative,49700.00,5098.00,failed,127,US,USD,2021-01-17,2021-12-09,cat04,scat04
2905,3895,Fleming-Oliver,Managed stable function,178200.00,24882.00,failed,355,US,USD,2021-02-10,2021-07-26,cat05,scat05
1779,1891,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200.00,2912.00,failed,44,GB,GBP,2020-07-18,2021-01-31,cat04,scat04
2291,1281,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500.00,4008.00,successful,84,US,USD,2020-12-26,2021-04-04,cat04,scat04
3192,4186,"Michael, Anderson and Vincent",Cross-group global moratorium,5300.00,9749.00,successful,155,US,USD,2020-12-08,2021-09-05,cat04,scat04
1696,2511,King Ltd,Visionary systemic process improvement,9100.00,5803.00,failed,67,US,USD,2021-03-29,2021-06-11,cat08,scat015
1559,4272,Baker Ltd,Progressive intangible flexibility,6300.00,14199.00,successful,189,US,USD,2021-04-18,2021-12-22,cat01,scat01
1405,3533,"Baker, Collins and Smith",Reactive real-time software,114400.00,196779.00,successful,4799,US,USD,2021-09-13,2021-12-16,cat05,scat05
521,3618,Warren-Harrison,Programmable incremental knowledge user,38900.00,56859.00,successful,1137,US,USD,2020-04-20,2021-01-21,cat06,scat010
